GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0055129	P	2	1080	2	8571	7.936111111111111	0.015864737227526488	inf	L-proline biosynthetic process	0.38212143165297796
GO:0031047	P	3	1080	5	8571	4.761666666666666	0.01638413476877163	10.430362116991644	regulatory ncRNA-mediated gene silencing	0.38212143165297796
GO:0004890	F	3	1080	5	8571	4.761666666666666	0.01638413476877163	10.430362116991644	GABA-A receptor activity	0.38212143165297796
GO:0005759	C	6	1080	18	8571	2.64537037037037	0.019148302119829156	3.4818435754189943	mitochondrial matrix	0.38212143165297796
GO:0031418	F	6	1080	18	8571	2.64537037037037	0.019148302119829156	3.4818435754189943	L-ascorbic acid binding	0.38212143165297796
GO:0004930	F	21	1080	107	8571	1.5575545171339562	0.024665290256930532	1.707457671783385	G protein-coupled receptor activity	0.38212143165297796
GO:0006270	P	4	1080	10	8571	3.174444444444444	0.028129844884710823	4.637546468401487	DNA replication initiation	0.38212143165297796
GO:0007010	P	4	1080	10	8571	3.174444444444444	0.028129844884710823	4.637546468401487	cytoskeleton organization	0.38212143165297796
GO:0004035	F	3	1080	6	8571	3.9680555555555554	0.02972182576947984	6.952646239554317	alkaline phosphatase activity	0.38212143165297796
GO:0070679	F	3	1080	6	8571	3.9680555555555554	0.02972182576947984	6.952646239554317	inositol 1,4,5 trisphosphate binding	0.38212143165297796
GO:0019432	P	9	1080	36	8571	1.9840277777777777	0.03099753463413725	2.323062558356676	triglyceride biosynthetic process	0.38212143165297796
GO:0007229	P	6	1080	20	8571	2.380833333333333	0.03211219870348577	2.9836392657621706	integrin-mediated signaling pathway	0.38212143165297796
GO:0030154	P	11	1080	48	8571	1.8186921296296297	0.03335755815108125	2.0730159532778805	cell differentiation	0.38212143165297796
GO:0050660	F	14	1080	67	8571	1.6582918739635157	0.03727855376756934	1.8431094906014371	flavin adenine dinucleotide binding	0.38212143165297796
GO:0042393	F	7	1080	26	8571	2.136645299145299	0.03754226792894843	2.5655564820719086	histone binding	0.38212143165297796
GO:0106310	F	4	1080	11	8571	2.885858585858586	0.039891358262902014	3.9745087626128517	protein serine kinase activity	0.38212143165297796
GO:0006606	P	4	1080	11	8571	2.885858585858586	0.039891358262902014	3.9745087626128517	protein import into nucleus	0.38212143165297796
GO:0007283	P	4	1080	11	8571	2.885858585858586	0.039891358262902014	3.9745087626128517	spermatogenesis	0.38212143165297796
GO:0042420	P	5	1080	16	8571	2.4800347222222223	0.04175499044472014	3.1627906976744184	dopamine catabolic process	0.38212143165297796
GO:0042421	P	5	1080	16	8571	2.4800347222222223	0.04175499044472014	3.1627906976744184	norepinephrine biosynthetic process	0.38212143165297796
GO:0006589	P	5	1080	16	8571	2.4800347222222223	0.04175499044472014	3.1627906976744184	octopamine biosynthetic process	0.38212143165297796
